titulo_original;titulo_padronizado;id_todos_digitos;vaga_sap;cliente;tipo_contratacao;pais;estado;cidade;vaga_especifica_para_pcd;faixa_etaria;nivel_profissional;nivel_academico;nivel_ingles;nivel_espanhol;nivel;atuacao_tokenizadas;atividade_tokenizadas;competencias_tokenizadas
Especialista de rede;Especialista De Rede;;Não;Mann and Sons;PJ/Autônomo;Brasil;minas gerais;uberlandia;;De: Até:;senior;ensino medio completo;fluente;;;projetos;suportar estrutura organizacional equipe responsavel pelo programa aurora desde definicao escopo elaboracao documentos validacao orcamentos acompanhamento contratos aderencia cronograma relatorios semanais quinzenais diligenciamento materiais participar ativamente das discussoes tecnicas acompanhar equipe tecnica rockwell liderar projetos alta complexibilidade implantar solucoes conectividades existentes propondo novas tecnologias que melhorem performance dos ativos buscando melhor custo beneficio para negocio technologies experiences vivencia com documentacao projetos network hdl lld nip ntp asbiult elaboracao validacao topologias rede visio drawio solido conhecimento conceitos modelo osi calculo dhcp dns firewall proxy roteamento protocolos tcp udp vlan stp pre engenharia detalhada arquitetura migracao implantacao novos ambientes rede com equipes multidisciplinares conhecimentos avancados protocolos camada conhecimentos avancados idmz roteamento concentradores segregacao area filtro roteamento mapa rotas lista prefixos lista acessos atributos etc switching convergencia fast switching alta disponibilidade redes para redes gerenciamento trunking manual dynamic vtp roteamento inter vlan port mirror macros netflow firewall definicao politicas padronizacao groups objetos static nat dynamic nat overload nat tipos asa ngfw fortgate consoles fmc asdm standard access list extended access list path access list cabeamento padroes normas eia tia bicsi;sera diferencial conhecimento redes industriais ethernet certificacoes cisco ccna conhecimento windows server gpos iis wsus outros conhecimento avancado com vmware vsphere vcenter esxi instalar configurar administrar pre requisitos superior completo areas correlatas experiencia equivalente ingles intermediario avancado residir uberlandia sera diferencial ingles avancado para conversacao disponibilidade presencial para atuar cliente uberlandia
MS SQL DBA JD;Ms Sql Dba Jd;;Não;Mann and Sons;PJ/Autônomo;Brasil;sao paulo;sao paulo;;De: Até:;senior;ensino medio completo;fluente;;;projetos;good knowledge sql architecture hands experience always configuration support creating standby databases upgrade patching activities crisis management troubleshooting handling issues crisis communication skills coordination multiple teams crisis hands experience database encryption log data volume management performance tuning using standard reports;good knowledge sql architecture hands experience always configuration support creating standby databases upgrade patching activities crisis management troubleshooting handling issues crisis communication skills coordination multiple teams crisis hands experience database encryption log data volume management performance tuning using standard reports remoto precisa residir sao paulo londrina
Oracle DBA JD:;Oracle Dba Jd;;Não;Mann and Sons;PJ/Autônomo;Brasil;sao paulo;sao paulo;;De: Até:;senior;ensino medio completo;fluente;;;projetos sap;familiar oracle architecture hands experience asm data guard configuration support creating standby database hands experience database encryption upgrade patching activities index creation tablespace reorganization hand experience oem managing database backup recovery using rman knowledge rman catalog database crisis management troubleshooting handling issues crisis communication skills coordination multiple teams crisis analyzing awr report suggestions performance tuning;familiar oracle architecture hands experience asm data guard configuration support creating standby database hands experience database encryption upgrade patching activities index creation tablespace reorganization hand experience oem managing database backup recovery using rman knowledge rman catalog database crisis management troubleshooting handling issues crisis communication skills coordination multiple teams crisis analyzing awr report suggestions performance tuning remoto precisa residir sao paulo londrina
SAP TSW;Sap Tsw;;Não;Mann and Sons;PJ/Autônomo;Brasil;sao paulo;sao paulo;;De: Até:;senior;ensino superior completo;fluente;;;sap;exigido certificacao sap tsw requisitos minimos educacao nivel superior completo tecnologia informacao engenharias matematica areas relacionadas certificacao certificacao sap tsw experiencia profissional minimo anos como consultor sap com foco sap tsw conhecimentos tecnicos proficiencia configuracao resolucao problemas modulo sap tsw com experiencia integracoes sap habilidades analiticas capacidade analise requisitos negocios diagnostico problemas comunicacao trabalho equipe excelentes habilidades comunicacao colaboracao efetiva equipe;exigido certificacao sap tsw requisitos minimos educacao nivel superior completo tecnologia informacao engenharias matematica areas relacionadas certificacao certificacao sap tsw experiencia profissional minimo anos como consultor sap com foco sap tsw conhecimentos tecnicos proficiencia configuracao resolucao problemas modulo sap tsw com experiencia integracoes sap habilidades analiticas capacidade analise requisitos negocios diagnostico problemas comunicacao trabalho equipe excelentes habilidades comunicacao colaboracao efetiva equipe
SAP HANA Admin JD;Sap Hana Admin Jd;;Não;Mann and Sons;PJ/Autônomo;Brasil;sao paulo;sao paulo;;De: Até:;senior;ensino medio completo;fluente;;;sap;integration sap hana different remote systems exposure different remote access options hana system experience monitoring tuning troubleshooting sap hana systems hana system administration using sap hana cockpit hana studio experience managing users roles sap hana system implementing sap hana table management techniques data compression table partition compression techniques load unload table memory hana installation data provisioning admin modelling sap business objects hana integration design document rfps estimation plans experience high availability backup mechanism implementing sap hana security mechanism hana application service monitoring hana system experience hanadb performance tuning experience standby creation replications experience performing back restore hanadb;integration sap hana different remote systems exposure different remote access options hana system experience monitoring tuning troubleshooting sap hana systems hana system administration using sap hana cockpit hana studio experience managing users roles sap hana system implementing sap hana table management techniques data compression table partition compression techniques load unload table memory hana installation data provisioning admin modelling sap business objects hana integration design document rfps estimation plans experience high availability backup mechanism implementing sap hana security mechanism hana application service monitoring hana system experience hanadb performance tuning experience standby creation replications experience performing back restore hanadb
SAP Basis JD;Sap Basis Jd;;Não;Mann and Sons;PJ/Autônomo;Brasil;sao paulo;sao paulo;;De: Até:;senior;ensino medio completo;fluente;;;sap;sap basis administration technical core tasks including sap software installation upgrade applying support packages sum tool patches fixes installation add software components maintain multi landscape environments environment copies system refreshes transport management experience oracle sql databases strong skill oracle asm experience linux platform implement best practices tools scripts automate maintenance tasks create rfcs able configure tms transport management system perform routine maintenance kernel patches oracle patches application sap notes fixes monitor manage servers background jobs performance system monitor status work processes application servers system logs etc assist optimization performance tuning patching version upgrades work unix team administer configure optimize sap systems experience related ewa analysis solution implementation;sap basis administration technical core tasks including sap software installation upgrade applying support packages sum tool patches fixes installation add software components maintain multi landscape environments environment copies system refreshes transport management experience oracle sql databases strong skill oracle asm experience linux platform implement best practices tools scripts automate maintenance tasks create rfcs able configure tms transport management system perform routine maintenance kernel patches oracle patches application sap notes fixes monitor manage servers background jobs performance system monitor status work processes application servers system logs etc assist optimization performance tuning patching version upgrades work unix team administer configure optimize sap systems experience related ewa analysis solution implementation
Consultor SAP GRC-AC / IDM Sênior;Consultor Sap Grcac Idm;;Não;Williams, Clark and Lynn;CLT Full, PJ/Autônomo;Brasil;sao paulo;sao paulo;;De: Até:;senior;ensino superior completo;basico;basico;SR;sap;vaga consultor sap grc idm senior ira atuar com suporte;local remoto
Consultor GRC com experiência em SOX;Consultor Grc Com Experiencia Em Sox;;Não;Jensen, Smith and Brennan;PJ/Autônomo;Brasil;sao paulo;sao paulo;;De: Até:;senior;ensino medio completo;tecnico;;;sap;consultor grc com experiencia sox trabalho remoto por tempo indeterminado;consultor grc com experiencia sox trabalho remoto por tempo indeterminado
Consultor de SAP BTP;Consultor De Sap Btp;;Não;Jensen, Smith and Brennan;PJ/Autônomo;Brasil;sao paulo;sao paulo;;De: Até:;senior;ensino medio completo;tecnico;;;sap;consultor sap btp trabalho remoto por tempo indeterminado;consultor sap btp trabalho remoto por tempo indeterminado
Gerente de projeto com certificação SAP Activate;Gerente De Projeto Com Certificacao Sap Activate;;Não;Jensen, Smith and Brennan;PJ/Autônomo;Brasil;sao paulo;sao paulo;;De: Até:;senior;ensino medio completo;tecnico;;;sap;gerente projeto com certificacao sap activate trabalho remoto por tempo indeterminado;gerente projeto com certificacao sap activate trabalho remoto por tempo indeterminado
911 - PMO Jurídico Sr;Pmo Juridico;911;Não;Glover, Warren and Norris;PJ/Autônomo, CLT Full;Brasil;sao paulo;sao paulo;;De: Até:;senior;ensino superior completo;basico;avancado;SR;projetos;conhecimento tecnico gerenciamento projetos conhecimento juridico seria diferencial realizar gestao dos projetos para area juridico dentro area legal ops portfolio projetos novas iniciativas realizar gestao equipe analista pleno analista senior apoio seguimento projetos coordenar reunioes entre diferentes areas para realizar mapeamento iniciativas gerenciar portfolio projetos organizar iniciativas andamento pendentes alem identificar quais podem ser despriorizadas elaboracao apresentacoes gerenciais quando necessario gestao fornecedor atual elaw quanto tickets melhoras sinalizadas pelo time juridico interacao frequente com time latam desejavel conhecimento espanhol para facilitar interacao entre todos habituado uso ferramentas gestao projetos monday miro trello ferramentas google;idioma espanhol avancado essencial ingles desejavel
